game_id,game_date,player_id,player_full_name,player_team_id,player_team_name,home_team,opponent_team_id,opponent_team_name,points,rebounds,assists,steals,blocks,fg_percentage,minutes_played
95,2012-03-08,3,Jason Tatum,2,Boston Celtics,True,18,Minnesota Timberwolves,24,12,5,2,1,0.421,34.8
96,2012-02-13,5,Nikola Jokic,8,Denver Nuggets,False,23,Philadelphia 76ers,39,8,4,5,1,0.403,39.4
97,2005-06-11,7,Kyrie Irving,7,Dallas Mavericks,False,24,Phoenix Suns,15,4,7,2,1,0.593,36.9
98,2001-02-21,5,Nikola Jokic,8,Denver Nuggets,False,20,New York Knicks,35,15,4,2,1,0.435,40.5
99,2000-01-09,5,Nikola Jokic,8,Denver Nuggets,False,25,Portland Trail Blazers,31,14,4,3,3,0.439,39.0
100,2005-06-16,3,Jason Tatum,2,Boston Celtics,True,10,Golden State Warriors,40,5,3,3,0,0.434,38.5
101,2002-09-24,8,Anthony Davis,7,Dallas Mavericks,True,13,LA Clippers,25,4,5,0,2,0.579,31.2
102,2011-05-28,4,Jaylen Brown,2,Boston Celtics,False,6,Cleveland Cavaliers,28,12,5,5,3,0.406,31.8
103,2021-02-25,5,Nikola Jokic,8,Denver Nuggets,False,4,Charlotte Hornets,27,9,9,2,2,0.462,38.8
104,2018-07-09,2,Stephen Curry,10,Golden State Warriors,True,1,Atlanta Hawks,35,10,7,1,0,0.527,38.9
105,2007-03-02,8,Anthony Davis,7,Dallas Mavericks,True,2,Boston Celtics,12,12,6,3,2,0.488,31.0
106,2003-04-23,1,LeBron James,14,Los Angeles Lakers,False,25,Portland Trail Blazers,15,9,4,4,0,0.513,37.0
107,2019-12-11,4,Jaylen Brown,2,Boston Celtics,False,11,Houston Rockets,18,9,4,3,0,0.479,37.0
108,2023-04-01,6,Luka Doncic,14,Los Angeles Lakers,True,29,Utah Jazz,38,6,4,4,2,0.461,36.7
109,2011-12-25,1,LeBron James,14,Los Angeles Lakers,False,25,Portland Trail Blazers,24,15,4,1,3,0.527,38.5
110,2001-06-20,5,Nikola Jokic,8,Denver Nuggets,False,7,Dallas Mavericks,15,8,3,5,0,0.407,34.3
111,2002-08-05,6,Luka Doncic,14,Los Angeles Lakers,False,7,Dallas Mavericks,30,4,9,0,3,0.412,35.2
112,2018-04-03,4,Jaylen Brown,2,Boston Celtics,True,12,Indiana Pacers,30,11,10,2,1,0.543,38.1
113,2004-09-01,10,Russell Westbrook,8,Denver Nuggets,True,9,Detroit Pistons,38,8,3,3,1,0.454,31.5
114,2010-05-08,5,Nikola Jokic,8,Denver Nuggets,True,11,Houston Rockets,14,9,6,5,2,0.45,35.5
115,2009-02-11,2,Stephen Curry,10,Golden State Warriors,True,14,Los Angeles Lakers,38,3,6,2,1,0.531,38.4
116,2000-09-03,1,LeBron James,14,Los Angeles Lakers,True,27,San Antonio Spurs,14,12,4,3,3,0.463,34.5
117,2009-01-26,9,Kawhi Leonard,13,LA Clippers,False,3,Brooklyn Nets,36,14,7,5,0,0.545,39.7
118,2022-02-26,1,LeBron James,14,Los Angeles Lakers,True,11,Houston Rockets,39,10,4,4,1,0.473,33.9
119,2009-07-16,2,Stephen Curry,10,Golden State Warriors,False,13,LA Clippers,31,9,8,0,2,0.419,39.5
120,2005-07-22,2,Stephen Curry,10,Golden State Warriors,True,25,Portland Trail Blazers,35,9,8,5,3,0.438,34.0
121,2015-09-29,4,Jaylen Brown,2,Boston Celtics,True,21,Oklahoma City Thunder,40,15,9,5,1,0.402,34.0
122,2004-04-10,10,Russell Westbrook,8,Denver Nuggets,True,9,Detroit Pistons,36,4,6,3,2,0.552,39.8
123,2015-07-23,2,Stephen Curry,10,Golden State Warriors,True,8,Denver Nuggets,34,3,6,3,1,0.422,36.5
124,2013-02-07,2,Stephen Curry,10,Golden State Warriors,False,6,Cleveland Cavaliers,26,3,9,5,2,0.53,37.5
125,2014-10-16,7,Kyrie Irving,7,Dallas Mavericks,False,19,New Orleans Pelicans,37,13,8,1,0,0.521,31.9
126,2019-04-20,7,Kyrie Irving,7,Dallas Mavericks,False,29,Utah Jazz,28,10,3,4,3,0.43,32.0
127,2003-05-05,6,Luka Doncic,14,Los Angeles Lakers,True,2,Boston Celtics,25,12,6,0,0,0.477,35.9
128,2000-03-30,2,Stephen Curry,10,Golden State Warriors,False,4,Charlotte Hornets,16,11,4,1,3,0.568,38.7
129,2001-07-10,10,Russell Westbrook,8,Denver Nuggets,False,4,Charlotte Hornets,22,5,3,2,1,0.403,37.1
130,2003-04-06,6,Luka Doncic,14,Los Angeles Lakers,False,7,Dallas Mavericks,11,9,3,0,3,0.491,40.5
131,2018-01-27,10,Russell Westbrook,8,Denver Nuggets,True,20,New York Knicks,17,12,9,4,3,0.481,37.3
132,2013-05-20,4,Jaylen Brown,2,Boston Celtics,True,13,LA Clippers,40,7,6,5,2,0.494,38.8
133,2002-02-09,3,Jason Tatum,2,Boston Celtics,True,30,Washington Wizards,10,12,8,4,3,0.545,31.1
134,2007-10-07,8,Anthony Davis,7,Dallas Mavericks,True,19,New Orleans Pelicans,18,13,5,4,3,0.444,37.9
135,2017-10-27,4,Jaylen Brown,2,Boston Celtics,True,15,Memphis Grizzlies,16,4,5,4,0,0.53,36.0
136,2007-05-10,1,LeBron James,14,Los Angeles Lakers,True,1,Atlanta Hawks,38,9,7,4,2,0.573,32.8
137,2009-08-15,8,Anthony Davis,7,Dallas Mavericks,True,21,Oklahoma City Thunder,11,8,5,4,0,0.428,38.1
138,2025-02-12,3,Jason Tatum,2,Boston Celtics,False,8,Denver Nuggets,33,13,3,2,2,0.426,37.3
139,2017-02-23,8,Anthony Davis,7,Dallas Mavericks,True,1,Atlanta Hawks,28,9,4,2,2,0.508,37.5
140,2017-02-06,10,Russell Westbrook,8,Denver Nuggets,True,24,Phoenix Suns,37,13,5,3,3,0.505,38.0
141,2005-07-31,5,Nikola Jokic,8,Denver Nuggets,True,24,Phoenix Suns,37,11,9,2,0,0.584,32.2
142,2005-08-31,2,Stephen Curry,10,Golden State Warriors,False,22,Orlando Magic,30,11,7,0,2,0.489,34.8
143,2008-04-15,7,Kyrie Irving,7,Dallas Mavericks,False,28,Toronto Raptors,35,11,4,5,0,0.536,30.7
144,2007-12-22,2,Stephen Curry,10,Golden State Warriors,True,1,Atlanta Hawks,22,11,8,4,2,0.443,38.2
145,2021-04-30,9,Kawhi Leonard,13,LA Clippers,False,1,Atlanta Hawks,21,11,4,3,1,0.423,39.4
146,2015-10-09,5,Nikola Jokic,8,Denver Nuggets,False,22,Orlando Magic,40,7,10,5,3,0.485,40.0
147,2019-04-12,9,Kawhi Leonard,13,LA Clippers,True,7,Dallas Mavericks,38,15,9,2,1,0.568,35.5
148,2002-12-01,5,Nikola Jokic,8,Denver Nuggets,True,16,Miami Heat,19,11,5,5,1,0.491,36.9
149,2009-06-08,2,Stephen Curry,10,Golden State Warriors,True,21,Oklahoma City Thunder,20,15,5,0,0,0.458,33.2
150,2004-08-18,10,Russell Westbrook,8,Denver Nuggets,True,30,Washington Wizards,37,10,7,5,2,0.566,40.0
151,2016-05-01,7,Kyrie Irving,7,Dallas Mavericks,True,29,Utah Jazz,25,6,5,4,0,0.52,35.0
152,2013-10-07,5,Nikola Jokic,8,Denver Nuggets,False,21,Oklahoma City Thunder,15,8,7,0,3,0.578,39.6
153,2024-02-24,1,LeBron James,14,Los Angeles Lakers,False,22,Orlando Magic,17,9,5,2,1,0.493,37.3
154,2008-07-18,9,Kawhi Leonard,13,LA Clippers,False,7,Dallas Mavericks,40,4,7,3,0,0.481,36.3
155,2002-12-17,8,Anthony Davis,7,Dallas Mavericks,False,2,Boston Celtics,32,4,10,0,3,0.575,31.3
156,2020-07-10,7,Kyrie Irving,7,Dallas Mavericks,True,4,Charlotte Hornets,28,10,4,5,3,0.432,35.7
157,2002-05-14,5,Nikola Jokic,8,Denver Nuggets,True,2,Boston Celtics,14,7,7,0,1,0.518,30.4
158,2001-09-16,8,Anthony Davis,7,Dallas Mavericks,True,9,Detroit Pistons,30,15,10,4,3,0.515,39.6
159,2006-06-14,4,Jaylen Brown,2,Boston Celtics,False,9,Detroit Pistons,32,9,4,3,1,0.522,30.6
160,2015-02-27,10,Russell Westbrook,8,Denver Nuggets,True,20,New York Knicks,19,8,10,1,0,0.511,31.4
161,2014-06-18,1,LeBron James,14,Los Angeles Lakers,False,19,New Orleans Pelicans,38,9,4,1,2,0.485,36.0
162,2003-10-02,6,Luka Doncic,14,Los Angeles Lakers,False,19,New Orleans Pelicans,36,3,8,4,1,0.475,31.1
163,2010-02-01,5,Nikola Jokic,8,Denver Nuggets,False,9,Detroit Pistons,28,11,4,2,2,0.491,39.5
164,2012-03-25,10,Russell Westbrook,8,Denver Nuggets,False,16,Miami Heat,21,14,7,4,2,0.535,33.3
165,2007-03-20,7,Kyrie Irving,7,Dallas Mavericks,False,13,LA Clippers,19,14,7,1,1,0.533,39.7
166,2010-03-01,4,Jaylen Brown,2,Boston Celtics,False,4,Charlotte Hornets,26,7,9,0,0,0.59,32.6
167,2021-08-06,7,Kyrie Irving,7,Dallas Mavericks,False,30,Washington Wizards,15,12,7,5,3,0.539,32.4
168,2021-06-09,8,Anthony Davis,7,Dallas Mavericks,False,20,New York Knicks,36,14,6,0,0,0.471,32.4
169,2003-11-11,2,Stephen Curry,10,Golden State Warriors,False,21,Oklahoma City Thunder,19,5,7,5,1,0.588,38.8
170,2023-08-09,6,Luka Doncic,14,Los Angeles Lakers,False,29,Utah Jazz,40,8,6,5,0,0.535,37.8
171,2006-07-01,6,Luka Doncic,14,Los Angeles Lakers,True,13,LA Clippers,20,4,5,3,3,0.439,35.1
172,2021-12-09,1,LeBron James,14,Los Angeles Lakers,False,28,Toronto Raptors,29,8,6,2,2,0.543,37.9
173,2023-02-12,6,Luka Doncic,14,Los Angeles Lakers,True,19,New Orleans Pelicans,19,5,10,1,2,0.459,31.8
174,2008-04-26,4,Jaylen Brown,2,Boston Celtics,False,11,Houston Rockets,27,6,7,5,1,0.583,30.9
175,2019-02-03,3,Jason Tatum,2,Boston Celtics,True,22,Orlando Magic,37,14,7,2,2,0.462,40.4
176,2002-07-03,3,Jason Tatum,2,Boston Celtics,False,16,Miami Heat,17,14,4,2,0,0.502,31.8
177,2008-04-22,4,Jaylen Brown,2,Boston Celtics,True,18,Minnesota Timberwolves,38,7,5,4,0,0.405,30.5
178,2005-07-15,7,Kyrie Irving,7,Dallas Mavericks,True,23,Philadelphia 76ers,13,10,9,4,2,0.478,35.1
179,2009-01-18,10,Russell Westbrook,8,Denver Nuggets,False,20,New York Knicks,12,13,5,4,0,0.446,34.6
180,2007-05-11,6,Luka Doncic,14,Los Angeles Lakers,True,19,New Orleans Pelicans,13,10,6,3,1,0.578,31.2
181,2002-02-22,1,LeBron James,14,Los Angeles Lakers,False,15,Memphis Grizzlies,37,7,4,1,1,0.529,34.2
182,2005-01-11,1,LeBron James,14,Los Angeles Lakers,True,16,Miami Heat,20,6,9,3,2,0.487,34.5
183,2005-06-23,4,Jaylen Brown,2,Boston Celtics,True,26,Sacramento Kings,29,8,6,2,2,0.498,38.0
184,2004-09-08,6,Luka Doncic,14,Los Angeles Lakers,False,3,Brooklyn Nets,29,6,4,2,2,0.599,35.2
185,2023-07-09,9,Kawhi Leonard,13,LA Clippers,True,22,Orlando Magic,33,5,9,5,1,0.464,32.9
186,2002-02-12,6,Luka Doncic,14,Los Angeles Lakers,True,9,Detroit Pistons,25,6,6,1,0,0.589,36.2
187,2000-06-19,2,Stephen Curry,10,Golden State Warriors,True,5,Chicago Bulls,31,10,9,2,3,0.44,30.8
188,2009-10-12,5,Nikola Jokic,8,Denver Nuggets,False,25,Portland Trail Blazers,25,7,3,5,2,0.404,33.7
189,2023-05-09,4,Jaylen Brown,2,Boston Celtics,False,29,Utah Jazz,11,9,10,4,0,0.543,32.8
190,2010-07-17,5,Nikola Jokic,8,Denver Nuggets,True,16,Miami Heat,17,10,3,4,2,0.453,35.1
191,2000-07-25,6,Luka Doncic,14,Los Angeles Lakers,False,29,Utah Jazz,36,10,6,2,3,0.443,30.1
192,2004-03-24,1,LeBron James,14,Los Angeles Lakers,True,6,Cleveland Cavaliers,36,13,8,3,0,0.464,32.3
193,2009-04-05,7,Kyrie Irving,7,Dallas Mavericks,False,24,Phoenix Suns,30,12,3,5,1,0.515,34.3
194,2023-05-26,5,Nikola Jokic,8,Denver Nuggets,False,16,Miami Heat,25,3,5,0,1,0.539,39.8
195,2000-03-24,3,Jason Tatum,2,Boston Celtics,True,4,Charlotte Hornets,17,10,4,5,2,0.58,32.3
196,2017-03-15,1,LeBron James,14,Los Angeles Lakers,False,5,Chicago Bulls,12,10,7,5,3,0.535,34.0
197,2017-07-16,7,Kyrie Irving,7,Dallas Mavericks,True,15,Memphis Grizzlies,13,10,7,2,1,0.456,30.4
198,2015-03-04,3,Jason Tatum,2,Boston Celtics,False,12,Indiana Pacers,12,6,8,3,3,0.516,33.9
199,2014-12-27,7,Kyrie Irving,7,Dallas Mavericks,False,21,Oklahoma City Thunder,20,10,8,3,0,0.468,37.9
200,2014-05-16,8,Anthony Davis,7,Dallas Mavericks,True,24,Phoenix Suns,32,15,4,5,2,0.532,35.0
201,2020-12-27,5,Nikola Jokic,8,Denver Nuggets,False,11,Houston Rockets,29,5,6,3,3,0.407,32.0
202,2017-02-22,8,Anthony Davis,7,Dallas Mavericks,False,2,Boston Celtics,23,9,5,0,0,0.556,38.2
203,2003-09-03,10,Russell Westbrook,8,Denver Nuggets,True,23,Philadelphia 76ers,34,3,3,0,1,0.508,35.5
204,2010-01-22,2,Stephen Curry,10,Golden State Warriors,True,12,Indiana Pacers,33,7,7,1,0,0.543,37.5
205,2001-04-24,1,LeBron James,14,Los Angeles Lakers,True,5,Chicago Bulls,40,14,5,2,0,0.472,36.4
206,2022-12-05,3,Jason Tatum,2,Boston Celtics,False,27,San Antonio Spurs,12,8,9,4,2,0.542,34.0
207,2005-11-05,3,Jason Tatum,2,Boston Celtics,False,27,San Antonio Spurs,40,3,5,2,1,0.445,36.1
208,2019-03-24,4,Jaylen Brown,2,Boston Celtics,True,10,Golden State Warriors,30,15,5,3,2,0.443,31.1
209,2010-05-03,8,Anthony Davis,7,Dallas Mavericks,False,20,New York Knicks,12,11,8,5,2,0.507,40.0
210,2008-10-27,10,Russell Westbrook,8,Denver Nuggets,True,13,LA Clippers,34,6,5,1,3,0.464,34.7
211,2019-08-03,7,Kyrie Irving,7,Dallas Mavericks,False,17,Milwaukee Bucks,11,7,7,0,0,0.493,38.7
212,2017-01-17,8,Anthony Davis,7,Dallas Mavericks,True,20,New York Knicks,33,6,10,2,0,0.562,37.3
213,2000-05-07,5,Nikola Jokic,8,Denver Nuggets,False,19,New Orleans Pelicans,35,12,6,4,1,0.565,33.2
214,2004-05-07,7,Kyrie Irving,7,Dallas Mavericks,True,12,Indiana Pacers,33,3,9,3,2,0.421,39.1
215,2006-04-25,9,Kawhi Leonard,13,LA Clippers,False,6,Cleveland Cavaliers,15,13,3,5,1,0.473,35.5
216,2021-10-19,5,Nikola Jokic,8,Denver Nuggets,False,9,Detroit Pistons,16,10,6,2,3,0.507,34.9
217,2023-10-26,7,Kyrie Irving,7,Dallas Mavericks,False,10,Golden State Warriors,35,7,10,1,0,0.586,30.7
218,2024-05-27,10,Russell Westbrook,8,Denver Nuggets,False,12,Indiana Pacers,26,10,3,2,0,0.456,40.2
219,2020-09-14,5,Nikola Jokic,8,Denver Nuggets,False,15,Memphis Grizzlies,20,7,7,1,2,0.596,34.5
220,2013-07-24,3,Jason Tatum,2,Boston Celtics,True,15,Memphis Grizzlies,19,11,8,2,1,0.542,34.7
221,2000-06-23,2,Stephen Curry,10,Golden State Warriors,False,26,Sacramento Kings,35,11,5,2,0,0.468,40.6
222,2022-05-31,6,Luka Doncic,14,Los Angeles Lakers,True,27,San Antonio Spurs,17,14,5,5,0,0.451,34.6
223,2012-07-11,10,Russell Westbrook,8,Denver Nuggets,False,12,Indiana Pacers,14,9,4,5,2,0.503,39.4
